time,type,qty,price
13:55.8,sell,-5091,19.9599355
13:56.5,sell,-43244,19.930728
13:56.9,sell,-16791,19.79966053
13:56.9,sell,-236059,19.47118901
13:57.9,sell,-4315,19.37468474
13:57.9,sell,-3707,18.97759037
13:58.3,buy,281895,18.95536475
13:58.3,buy,48586,19.10821654
13:58.8,sell,-11046,19.1182368
13:59.8,sell,-2296,19.08091401
13:59.9,buy,30007,18.99126542
14:00.5,sell,-490,19.00875416
14:00.6,buy,5866,18.93620299
14:01.5,sell,-9202,18.93946757
14:02.5,sell,-345,18.91664221
14:03.1,sell,-357215,18.90298787
14:03.7,sell,-26839,18.89251632
14:04.7,buy,383220,18.74590568
14:05.1,buy,42134,18.8450623
14:05.6,buy,5314,18.85602724
14:06.5,sell,-702,18.88151018
14:06.5,sell,-34,18.86607521
14:06.7,buy,379,18.8438059
14:07.2,sell,-16783,18.86989503
14:08.1,buy,22273,18.85060964
14:08.1,buy,2443,19.21753764
14:09.0,sell,-176795,19.43450067
14:09.7,buy,27350,19.39124714
14:09.7,sell,-68496,19.43367961
14:10.3,sell,-3076,19.43304939
14:11.0,buy,71860,19.28082316
14:11.7,sell,-185837,19.30789325
14:11.7,buy,183182,19.17712598
14:11.8,sell,-128082,19.19377958
14:12.6,sell,-2168,19.08383647
14:13.6,sell,-41303,18.88385351
14:13.6,buy,63851,18.87356369
14:13.7,buy,79381,18.87951993
14:14.3,buy,49414,18.88661202
14:14.3,sell,-86059,19.02196648
14:14.8,sell,-142041,19.0217748
14:15.2,buy,13305,18.86625939
14:15.7,buy,154001,18.86916872
14:16.5,sell,-3283,18.89796891
14:16.9,buy,76333,18.89352085
14:17.8,sell,-23659,18.8945599
14:18.1,sell,-12136,18.85105321
14:18.4,buy,31475,18.84076592
14:18.9,sell,-23666,19.05056973
14:19.5,buy,46604,19.04225004
14:20.0,sell,-895,19.12302868
14:20.5,buy,91491,18.65804303
14:20.5,sell,-21526,18.75204908
14:20.7,sell,-3252,18.70178036
14:21.5,sell,-56498,18.66254371
14:22.0,buy,23769,18.66062846
14:22.8,buy,7234,18.681521
14:23.1,buy,28978,18.70168633
14:24.0,buy,15893,18.7152173
14:24.2,sell,-8320,18.71595629
14:24.3,buy,19139,18.54463955
14:24.4,buy,2879,18.60893882
14:25.3,buy,616,18.67963336
14:26.0,sell,-10468,18.73906513
14:26.4,buy,2877,18.51901628
14:27.2,buy,7081,18.57289683
14:27.4,sell,-43507,18.61942359
14:28.2,buy,3588,18.61803547
14:28.9,sell,-44355,18.62907228
14:29.9,sell,-116,18.58483347
14:30.1,sell,-3311,18.51767043
14:30.9,sell,-124877,18.31123455
14:31.6,sell,-22156,18.29868287
14:32.1,buy,125064,18.28957723
14:33.0,sell,-1938,18.41219457
14:33.2,sell,-41600,18.36867654
14:33.8,sell,-4765,18.33688321
14:34.5,buy,126713,18.31228839
14:34.9,sell,-40,18.33066547
14:35.6,sell,-222401,18.32632813
14:36.4,buy,206715,18.29735339
14:37.1,buy,2948,18.3038794
14:37.7,buy,22734,18.37599268
14:38.5,buy,4148,18.39151122
14:39.3,sell,-21756,18.40955697
14:40.2,buy,34704,18.38642623
14:40.3,buy,1112,18.41976793
14:40.4,sell,-9707,18.46233853
14:41.3,buy,790,18.37605168
14:41.6,buy,6189,18.38344452
14:41.7,sell,-5441,18.40786125
14:42.1,sell,-4884,18.37172606
14:42.3,sell,-193,18.36649091
14:42.7,sell,-2974,18.36583066
14:43.0,sell,-3036,18.33713463
14:43.3,buy,2281,18.19391842
14:44.0,buy,14110,18.2203622
14:44.3,sell,-33339,18.22379385
14:45.1,buy,17014,18.17792271
14:45.1,buy,4492,18.18103507
14:46.0,buy,4524,18.19022445
14:46.7,sell,-94955,18.47527539
14:47.3,buy,24825,18.38282538
14:48.1,buy,80202,18.38418311
14:48.7,sell,-24974,18.4157997
14:49.1,buy,2966,18.35001316
14:49.7,sell,-3114,18.37883691
14:50.5,sell,-29859,18.36988457
14:51.3,buy,56712,18.36257739
14:52.0,buy,1252,18.51049374
14:52.4,sell,-6859,18.52909403
14:53.2,buy,4487,18.52377382
14:54.0,sell,-8,18.73448935
14:54.8,sell,-979,18.60075671
14:55.0,buy,3897,18.58489054
14:55.2,sell,-325357,18.62652255
14:55.3,sell,-2,18.6261604
14:56.0,sell,-110287,18.61434754
14:56.2,sell,-37994,18.50755945
14:57.1,buy,178081,18.29363247
14:57.2,buy,138919,18.4646773
14:57.6,sell,-4419,18.55383487
14:57.6,sell,-109666,18.55369906
14:57.7,buy,42630,18.53312784
14:57.8,sell,-50394,18.53556182
14:58.8,sell,-43309,18.49341676
14:59.7,sell,-9857,18.48693375
15:00.7,buy,106051,18.48166487
15:01.3,sell,-161039,18.52109957
15:01.7,sell,-33095,18.49204887
15:02.3,buy,178821,18.47094467
15:02.9,buy,109381,18.47139359
15:03.8,sell,-70571,18.50619649
15:04.2,sell,-10312,18.4851264
15:04.6,buy,5321,18.47404133
15:04.9,sell,-21,18.63877977
15:05.7,buy,16721,18.63698895
15:06.5,buy,33910,18.64194425
15:06.7,sell,-8974,18.66541606
15:07.0,buy,156089,18.24092812
15:07.6,sell,-8,18.24923184
15:08.6,sell,-1261,18.22573637
15:08.8,sell,-1903,18.2039137
15:08.9,sell,-5940,18.02797741
15:09.9,buy,1793,18.02749009
15:10.8,sell,-114179,18.07355569
15:11.4,buy,7168,17.9385641
15:11.8,sell,-1158,17.93896726
15:12.7,sell,-19664,17.8842805
15:13.1,buy,126213,17.7919363
15:13.2,buy,11930,17.94174528
15:14.2,sell,-76,18.0804898
15:14.6,sell,-15369,18.02831736
15:14.9,buy,3424,17.91676453
15:14.9,sell,-11846,17.93359853
15:15.7,sell,-26732,17.91296925
15:15.8,sell,-13913,17.83272855
15:15.8,sell,-23792,17.8207073
15:16.8,buy,52225,17.81354753
15:16.9,sell,-2186,17.83444512
15:17.2,buy,10027,17.77744056
15:18.1,sell,-91727,17.8077743
15:18.4,sell,-25786,17.79392326
15:18.4,sell,-644,17.76151125
15:19.2,sell,-4845,17.62067556
15:19.7,buy,23955,17.53918341
15:20.1,buy,13299,17.55401709
15:20.5,sell,-79311,17.56480773
15:20.9,buy,54494,17.55180026
15:21.5,sell,-54293,17.63494864
15:22.0,buy,150003,17.62306836
15:22.6,sell,-27912,17.72090768
15:23.5,buy,20625,17.66870593
15:23.9,buy,5869,17.68516531
15:24.2,sell,-2405,17.68807523
15:24.8,sell,-295,17.65780971
15:25.4,buy,33269,17.6253459
15:26.3,sell,-15548,17.62652231
15:26.5,buy,27504,17.60748974
15:26.6,buy,2716,17.61893759
15:27.4,buy,1922,17.65827437
15:28.3,buy,4041,17.69058316
15:29.3,sell,-146315,17.69070778
15:29.4,sell,-124018,17.64316759
15:29.9,buy,51136,17.62464991
15:30.4,buy,101472,17.66843765
15:30.9,sell,-6744,17.83505797
15:31.0,sell,-26140,17.81556296
15:31.2,sell,-1986,17.77524781
15:31.4,sell,-97401,17.73527944
15:32.0,buy,108150,17.70199538
15:32.3,sell,-7538,17.85491342
15:32.6,sell,-167765,17.54526324
15:33.6,sell,-9023,17.53098534
15:34.0,buy,299168,17.37108055
15:34.3,sell,-52507,17.38239426
15:34.9,sell,-23772,17.35875283
15:34.9,buy,13766,17.35699746
15:35.0,buy,53972,17.3753307
15:35.9,buy,11046,17.38565654
15:36.7,buy,6785,17.42704332
15:37.4,sell,-12248,17.4637439
15:37.7,sell,-5310,17.24899646
15:38.0,buy,12367,17.08964152
15:38.8,sell,-41704,17.15433345
15:39.5,buy,59808,17.1534357
15:39.6,sell,-17800,17.16024927
15:40.1,buy,17069,17.03359665
15:41.0,buy,3987,17.21709561
15:41.9,sell,-9811,17.30807374
15:42.1,sell,-36,17.29938423
15:42.7,buy,5512,17.28712734
15:43.6,buy,1011,17.44115181
15:44.0,sell,-5197,17.47710095
15:44.3,sell,-17967,17.41366108
15:45.0,sell,-4631,17.38992787
15:45.5,sell,-3123,17.38534577
15:46.1,buy,17016,17.25630895
15:46.7,buy,10294,17.27388193
15:47.2,sell,-1710,17.30846291
15:47.9,buy,7050,17.27027605
15:48.3,buy,781,17.27866058
15:49.3,sell,-91348,17.27958425
15:50.0,sell,-2816,17.22913995
15:50.6,buy,28614,17.20861073
15:51.2,sell,-87613,17.2302008
15:51.2,buy,15269,17.10090363
15:51.9,buy,9441,17.11428625
15:52.8,buy,115843,17.12171252
15:53.1,sell,-3869,17.13160687
15:53.7,sell,-95443,17.07784899
15:54.3,buy,49998,16.89977545
15:55.3,buy,45709,16.90606414
15:55.5,sell,-8376,16.92781951
15:56.4,sell,-5350,16.92690094
15:57.0,sell,-19817,16.92614651
15:57.7,sell,-10594,16.91532319
15:58.6,buy,17663,16.88847331
15:59.1,sell,-87,16.91712787
16:00.0,buy,12247,16.91568027
16:00.5,sell,-88,16.91876525
16:01.0,sell,-188063,16.90210972
16:01.5,buy,212625,16.88977235
16:01.9,sell,-5947,17.03468227
16:02.7,sell,-22862,16.93835641
16:03.6,buy,24454,16.9307443
16:04.5,sell,-4652,16.93138508
16:04.6,sell,-19410,16.92177192
16:05.4,sell,-18017,16.89367371
16:05.7,buy,19548,16.75282646
16:06.5,sell,-13013,16.95477178
16:07.2,buy,43629,16.91713329
16:07.4,sell,-182631,17.04645685
16:08.1,sell,-80,16.9868459
16:08.1,buy,54121,16.98517906
16:08.8,buy,29421,17.05228229
16:09.5,sell,-49624,17.07975002
16:09.5,sell,-3468,17.07025803
16:10.1,buy,90040,17.05533697
16:10.3,buy,40299,17.05642363
16:10.7,buy,2795,17.31056773
16:10.9,buy,15380,17.31541439
16:11.8,sell,-118022,17.37288222
16:12.7,sell,-65786,17.06824929
16:12.8,buy,115233,17.06034783
16:13.5,sell,-1561,17.17847682
16:13.6,sell,-266215,17.12526554
16:13.8,sell,-144,17.11500471
16:14.7,buy,103420,17.09436187
16:15.6,buy,104488,17.09599074
16:16.5,buy,91217,17.11076446
16:17.0,sell,-24300,17.25624884
16:17.9,buy,57594,17.08576804
16:18.7,sell,-5160,17.08604046
16:19.5,sell,-10783,17.07841892
16:19.8,sell,-100855,17.07674001
16:20.0,buy,30163,16.88207178
16:20.6,sell,-727,16.89474877
16:20.9,buy,71366,16.85284696
16:21.8,buy,4319,16.9018923
16:22.5,buy,22773,16.90876778
16:23.3,sell,-2395,16.91896522
16:24.0,sell,-9244,16.87833922
16:24.6,sell,-9901,16.86988106
16:25.3,sell,-9383,16.8698163
16:26.1,buy,15934,16.85406254
16:26.9,buy,455,16.86703732
16:27.2,sell,-19213,16.94086915
16:27.3,buy,16676,16.81758331
16:28.2,buy,8049,16.89141723
16:28.8,buy,5052,16.97563567
16:28.8,sell,-10411,16.98712705
16:29.2,buy,11884,16.90348736
16:29.6,sell,-1345,16.91014947
16:29.6,buy,277,16.75565647
16:30.0,sell,-5043,16.76477273
16:30.6,buy,7741,16.30227443
16:31.1,buy,666,16.30649282
16:31.9,sell,-3460,16.38908665
16:32.5,sell,-100900,16.34298632
16:32.8,sell,-5112,16.33291867
16:33.4,buy,17217,16.28931947
16:33.6,buy,14788,16.40941145
16:34.6,buy,34192,16.50675428
16:35.2,buy,541,16.55193591
16:36.2,buy,16679,16.55423481
16:36.9,sell,-10040,16.55699204
16:37.7,buy,19428,16.5383684
16:38.2,sell,-60753,16.54235835
16:38.4,sell,-24350,16.48308315
16:38.5,sell,-24433,16.48037934
16:39.0,buy,126399,16.46820633
16:39.4,buy,375,16.65174673
16:39.9,buy,1123,16.74361588
16:40.3,buy,80,16.826622
16:40.6,sell,-255519,16.82908041
16:41.1,sell,-182767,16.80564942
16:41.8,buy,231135,16.79104182
16:42.6,sell,-19738,16.85186614
16:43.5,sell,-61141,16.82596399
16:44.1,buy,283849,16.78638411
16:45.1,buy,1371,16.8743797
16:45.6,sell,-61454,16.94929447
16:46.0,buy,62000,16.83906419
16:46.9,sell,-8780,16.95243082
16:47.0,buy,9027,16.90968865
16:47.3,sell,-13665,16.97661632
16:47.7,buy,10928,16.97496013
16:48.6,buy,1523,16.98273863
16:49.6,buy,407,17.09449037
16:50.4,buy,2090,17.12406916
16:50.7,buy,359,17.16179508
16:50.7,sell,-23369,17.1750558
16:50.7,sell,-6652,17.15038368
16:51.6,buy,19919,17.02650368
16:52.5,buy,6609,17.22416248
16:52.9,buy,3813,17.23857896
16:53.3,sell,-3109,17.26480713
16:53.7,sell,-22609,17.18366768
16:54.4,sell,-73744,17.16303448
16:54.7,sell,-1627,17.15742893
16:55.1,sell,-24416,17.15170536
16:55.3,buy,37946,17.08862215
16:55.4,sell,-110984,17.1574692
16:56.3,buy,187279,17.14953715
16:56.9,sell,-20205,17.16152782
16:57.0,sell,-1600,17.10097547
16:57.7,buy,13540,17.08449095
16:58.0,buy,8843,17.17400134
16:58.1,buy,7690,17.17765818
16:58.7,buy,1484,17.21361619
16:59.2,buy,456,17.40722925
16:59.6,sell,-8625,17.54119159
17:00.0,buy,5324,17.52896808
17:01.0,sell,-104581,17.53294514
17:01.2,buy,102508,17.49328251
17:01.5,buy,232,17.49645847
17:02.2,buy,4241,17.50048197
17:02.7,buy,1828,17.51419523
17:02.8,buy,228,17.52607745
17:03.1,buy,2,17.53596017
17:03.8,sell,-71625,17.55169698
17:04.0,sell,-20736,17.32225959
17:04.2,buy,15806,17.29959885
17:04.8,buy,72550,17.30602091
17:05.7,buy,1890,17.33092236
17:06.5,buy,117,17.37598439
17:07.2,sell,-12270,17.3848658
17:07.7,buy,6980,17.38327784
17:08.7,sell,-181279,17.40956747
17:08.7,buy,169999,17.2879495
17:08.9,buy,16720,17.32495991
17:09.1,buy,794,17.34124226
17:09.4,sell,-19557,17.60603535
17:10.0,buy,10096,17.54821794
17:10.5,buy,4564,17.64849484
17:11.4,sell,-115799,17.80386684
17:12.2,buy,44917,17.61571394
17:12.7,buy,52636,17.64385062
17:13.2,sell,-2038,17.98244533
17:14.0,buy,15023,17.9812682
17:14.6,sell,-241211,17.99135462
17:15.4,buy,25708,17.88996314
17:16.2,sell,-12560,17.99397885
17:16.9,buy,224313,17.97008232
17:17.4,sell,-265,18.12551079
17:17.8,sell,-216991,18.12526704
17:18.7,buy,208640,18.12488041
17:19.0,buy,1201,18.23639677
17:19.5,sell,-71827,18.38764418
17:20.1,buy,42350,18.34658949
17:20.4,sell,-29450,18.4517954
17:21.3,buy,53706,18.41979367
17:22.0,buy,12032,18.44449057
17:22.4,sell,-4006,18.52204389
17:23.4,buy,14876,18.48334841
17:23.7,sell,-682,18.49448897
17:23.8,buy,4915,18.49237112
17:24.1,buy,365,18.49394119
17:24.8,buy,42,18.52381287
17:25.5,sell,-30602,18.5338834
17:26.4,sell,-7451,18.50682867
17:26.6,sell,-2242,18.49733555
17:26.7,sell,-107,18.48146215
17:26.7,sell,-32061,18.36058059
17:26.8,buy,56121,18.33141176
17:27.1,buy,3070,18.35690093
17:27.7,buy,4378,18.42564133
17:28.0,buy,6941,18.46265024
17:28.1,sell,-26402,18.50350753
17:28.7,sell,-8503,18.50176239
17:29.7,buy,13033,18.4989743
17:30.6,sell,-1439,18.52845999
17:30.8,sell,-2598,18.46211613
17:30.9,sell,-4610,18.38315341
17:31.4,buy,10538,18.24904903
17:31.9,sell,-164,18.26050309
17:31.9,sell,-10698,18.25509018
17:32.2,buy,21209,18.23652684
17:33.0,buy,3277,18.33741225
17:33.4,buy,6568,18.4199702
17:34.2,sell,-18734,18.45636384
17:34.2,sell,-4122,18.42198929
17:34.7,sell,-886,18.36767222
17:35.1,sell,-25984,18.26723226
17:35.3,buy,47808,18.26272518
17:36.1,sell,-49556,18.26823454
17:36.7,buy,14208,17.94280011
17:37.4,sell,-6431,17.96094405
17:37.9,buy,18225,17.91428856
17:38.6,buy,2022,17.97684038
17:39.4,sell,-49969,17.99315268
17:39.4,sell,-33903,17.93603067
17:40.2,buy,77511,17.90602968
17:41.2,buy,1511,17.92814418
17:42.1,sell,-5166,17.99954073
17:42.3,sell,-58752,17.97960628
17:43.3,sell,-92299,17.90096304
17:44.0,buy,99236,17.87759979
17:44.4,sell,-258925,17.93595968
17:44.6,buy,325711,17.83580174
17:44.7,sell,-5745,17.887006
17:44.8,buy,23068,17.77928546
17:45.1,buy,2193,17.89747952
17:45.3,sell,-7039,17.93893222
17:45.3,sell,-1545,17.90758476
17:46.1,buy,3910,17.76080998
17:46.9,sell,-275501,17.76266933
17:47.6,buy,276345,17.74504724
17:47.6,buy,2434,17.79023097
17:47.9,sell,-1845,17.80261985
17:48.3,sell,-249,17.79738884
17:48.9,buy,3524,17.76663005
17:49.2,sell,-41793,17.87837879
17:49.6,sell,-7349,17.8615718
17:50.3,buy,39723,17.81910284
17:51.0,buy,9938,18.02257987
17:51.9,sell,-25792,18.04563167
17:52.8,sell,-10160,17.97126612
17:53.6,sell,-29355,17.86222471
17:54.3,sell,-29,17.82373171
17:54.4,buy,35072,17.72331989
17:54.5,buy,15458,17.74493305
17:54.7,sell,-5537,17.81316774
17:55.1,buy,11903,17.80907213
17:55.4,sell,-825,17.86113524
17:55.6,buy,2641,17.81171321
17:56.0,buy,341,17.85309987
17:56.7,buy,3611,17.87829734
17:57.0,sell,-29317,18.03942011
17:57.8,buy,18561,17.91315445
17:58.5,buy,11580,17.91894342
17:58.8,buy,1728,17.98932329
17:58.9,buy,278,18.11337607
17:59.9,sell,-76859,18.17078901
18:00.7,sell,-10104,18.1376512
18:00.8,buy,26019,17.87292649
18:01.6,sell,-739,18.00203546
18:01.7,buy,36473,17.81466651
18:01.8,buy,2336,17.86497672
18:02.3,sell,-6258,17.86705978
18:02.7,buy,27707,17.79823447
18:03.2,buy,599,17.82978542
18:03.9,buy,262,17.87375571
18:04.7,buy,268,17.95172382
18:04.8,buy,216,18.02106161
18:05.4,sell,-2286,18.03546861
18:05.4,buy,1279,18.01806783
18:06.0,buy,583,18.16219247
18:06.7,sell,-14174,18.16454531
18:07.2,sell,-31408,18.14351863
18:08.0,buy,4184,18.13470924
18:09.0,buy,23818,18.15980907
18:09.5,sell,-16982,18.28026536
18:10.4,buy,28549,18.26007809
18:11.0,sell,-60470,18.27486615
18:11.4,sell,-2249,18.24530866
18:11.6,buy,8346,18.23784234
18:11.7,buy,31903,18.26625882
18:12.0,buy,3075,18.26650323
18:12.8,buy,25892,18.26779096
18:13.8,buy,50,18.27730272
18:14.2,buy,6,18.28806906
18:15.1,sell,-42818,18.29145885
18:15.6,buy,40216,18.17669819
18:16.4,sell,-84009,18.17797946
18:16.6,buy,72612,18.16687041
18:16.7,buy,6827,18.19100628
18:17.2,buy,4651,18.34468096
18:18.0,buy,2378,18.48168517
18:18.0,buy,145,18.4836444
18:19.0,sell,-33882,18.52007047
18:19.5,sell,-63302,18.45482537
18:20.3,buy,95967,18.43816683
18:20.6,buy,613,18.47826997
18:20.8,buy,40,18.52786861
18:21.2,buy,472,18.81923967
18:21.2,buy,35,18.87543666
18:21.3,sell,-93660,18.93573922
18:22.3,sell,-7390,18.88629248
18:22.8,buy,40264,18.85542101
18:23.4,sell,-1238,18.86518108
18:23.8,buy,30092,18.85180848
18:24.8,buy,1911,18.89579705
18:25.0,sell,-1997,18.90384887
18:25.9,buy,14837,18.8953118
18:26.6,sell,-2024,19.00123551
18:27.2,buy,12346,18.87125472
18:27.9,sell,-13249,19.16829343
18:28.1,buy,1997,19.1346143
18:28.4,buy,8536,19.13761037
18:29.1,sell,-179512,19.14443427
18:30.0,sell,-1209,18.93440052
18:30.3,buy,153951,18.78777283
18:30.5,sell,-4035,18.79508588
18:30.7,sell,-33,18.69075618
18:31.1,sell,-10205,18.68403905
18:31.1,sell,-42663,18.67065924
18:31.7,buy,38648,18.6606272
18:31.8,buy,7525,18.66067393
18:32.1,sell,-22830,18.67068163
18:32.8,buy,20469,18.66426764
18:33.0,buy,17584,18.66511984
18:33.2,sell,-38767,18.70654603
18:33.3,sell,-10397,18.6554847
18:33.6,buy,80452,18.64732151
18:34.3,sell,-299,18.68088713
18:35.2,sell,-16294,18.66069888
18:35.6,buy,302,18.33959987
18:36.6,sell,-6009,18.43604507
18:37.2,sell,-36128,18.3977858
18:38.1,buy,29459,18.2627401
18:38.5,buy,28570,18.27697827
18:39.5,sell,-752,18.2891908
18:39.8,sell,-28356,18.2803871
18:40.2,sell,-10198,18.2563177
18:40.6,buy,10481,18.1366112
18:41.1,buy,18162,18.15324752
18:42.1,sell,-1,18.18138329
18:43.0,sell,-4262,17.975641
18:43.8,sell,-171776,17.8789798
18:44.6,buy,53681,17.84508874
18:44.8,buy,115376,17.84619956
18:45.6,buy,7749,17.85379466
18:46.2,buy,5493,17.85718028
18:46.8,buy,4721,17.89310022
18:47.5,buy,452,17.91506118
18:48.3,buy,38,17.94916065
18:49.1,sell,-3090,17.9964643
18:49.4,buy,1057,17.85414408
18:50.1,buy,1962,17.93079959
18:50.2,buy,52,18.06120081
18:51.2,buy,125,18.07991778
18:51.5,sell,-21046,18.16858258
18:52.5,buy,13259,18.15861632
18:52.7,buy,5872,18.20810348
18:53.4,sell,-5844,18.25924801
18:54.1,buy,871,18.25891192
18:54.7,sell,-4055,18.29135088
18:55.7,buy,2749,18.2247
18:56.1,sell,-3115,18.35626778
18:56.9,sell,-73768,18.24164893
18:57.0,sell,-20647,18.02896002
18:57.1,buy,5821,17.97354463
18:57.2,buy,38392,17.9870007
18:57.7,buy,54786,18.03367565
18:58.5,sell,-15292,18.0520732
18:59.1,sell,-13918,17.92237563
18:59.1,sell,-7062,17.84188947
18:59.7,buy,25505,17.81959607
18:59.9,sell,-9253,17.84640517
19:00.4,buy,11922,17.55446427
19:00.9,sell,-1663,17.55570922
19:01.2,sell,-143230,17.50429535
19:01.8,buy,92618,17.33489239
19:01.9,sell,-154614,17.40936018
19:02.6,sell,-16126,17.37317858
19:02.8,sell,-2235,17.30509441
19:03.4,buy,83882,17.19800127
19:03.9,buy,59591,17.56481293
19:04.2,buy,53633,17.5793763
19:04.3,sell,-24965,17.59208641
19:04.8,sell,-235,17.54601485
19:05.6,sell,-15614,17.54495831
19:06.1,buy,57709,17.49790552
19:06.5,buy,19206,17.50153663
19:06.6,sell,-34781,17.54438175
19:06.8,buy,38056,17.54276974
19:07.0,buy,2658,17.75070642
19:07.8,buy,1017,17.75534477
19:08.3,buy,42,17.84319813
19:08.5,sell,-28760,17.84719901
19:09.3,sell,-1055,17.81873208
19:09.4,sell,-20438,17.72790604
19:10.2,sell,-697,17.72436596
19:10.4,buy,5478,17.62959259
19:10.5,sell,-11,17.6585944
19:11.5,sell,-4683,17.62931343
19:11.9,sell,-134790,17.58026657
19:12.3,sell,-3902,17.47153415
19:12.7,sell,-43454,17.47065841
19:13.2,buy,12265,17.41023747
19:13.3,sell,-5731,17.44436515
19:14.2,buy,75388,17.39384353
19:14.3,buy,15920,17.44328956
19:15.2,buy,65903,17.474221
19:15.9,buy,10588,17.5148957
19:16.6,buy,34453,17.60860209
19:17.3,buy,16159,17.6911556
19:18.3,sell,-2143,17.87749284
19:19.2,sell,-12489,17.87234703
19:20.1,buy,1647,17.82091408
19:21.0,buy,5888,17.8212449
19:21.5,buy,14285,17.83277047
19:22.0,buy,152,17.85198781
19:22.1,buy,9,17.89732052
19:22.7,sell,-10548,17.89962588
19:23.2,sell,-210533,17.83133631
19:23.3,sell,-7,17.79886334
19:23.8,buy,11791,17.73312583
19:24.5,sell,-64610,17.81392157
19:24.8,sell,-2542,17.8009175
19:25.8,sell,-31,17.78536269
19:26.6,sell,-534,17.78279167
19:27.6,buy,31920,17.77594765
19:27.9,buy,25267,17.78004209
19:28.2,sell,-7592,17.85577417
19:28.8,sell,-66537,17.79641218
19:29.4,sell,-7151,17.68470821
19:30.4,buy,234680,17.4277796
19:30.5,sell,-20449,17.42987432
19:31.4,sell,-582,17.33508694
19:32.0,sell,-60465,17.17676373
19:33.0,sell,-289381,17.17106636
19:33.4,sell,-9386,17.1573811
19:33.8,buy,143772,17.13693138
19:34.6,sell,-33915,17.13889522
19:35.3,sell,-1657,17.09833628
19:35.8,sell,-396,17.03316981
19:36.6,buy,252383,16.86132255
19:37.3,sell,-26569,16.99730929
19:37.8,buy,9962,16.9703909
19:38.3,buy,3750,17.05574019
19:38.7,sell,-6302,17.14709789
19:39.1,buy,27397,17.11996986
19:39.7,buy,15281,17.16763344
19:40.6,buy,43413,17.20485207
19:40.8,buy,16566,17.20966023
19:41.3,sell,-41455,17.21289105
19:42.0,sell,-65011,17.05881013
19:42.3,buy,10144,16.81301667
19:42.9,sell,-12178,16.82546069
19:43.7,sell,-12279,16.74007276
19:44.2,buy,55650,16.72891115
19:44.3,buy,9943,16.82045346
19:44.6,sell,-35859,16.83036404
19:45.1,sell,-98944,16.79091808
19:45.4,sell,-8080,16.74166536
19:46.2,buy,142758,16.73731536
19:46.3,sell,-11369,16.76339694
19:47.0,sell,-714,16.7418793
19:47.8,buy,26153,16.72285776
19:48.7,sell,-4033,16.78692332
19:49.0,buy,34604,16.75644642
19:49.7,buy,2452,16.78660473
19:50.6,sell,-9489,16.79323787
19:51.3,sell,-2223,16.77504457
19:51.9,buy,937,16.7666237
19:52.3,buy,3057,16.77261522
19:52.8,sell,-8870,16.79434352
19:53.1,buy,2033,16.63151711
19:53.8,buy,17859,16.67216973
19:54.4,buy,2835,16.67771727
19:54.8,buy,1960,16.69186302
19:55.6,sell,-29975,16.69270887
19:55.9,buy,25603,16.64357985
19:56.4,buy,4490,16.64561666
19:56.8,buy,145,16.78079102
19:57.1,sell,-29078,16.81249198
19:57.2,sell,-339397,16.71988833
19:58.1,sell,-31922,16.6750084
19:58.1,sell,-4830,16.6341473
19:58.3,sell,-411532,16.54886981
19:59.3,buy,86876,16.53022712
19:59.5,sell,-32709,16.5844865
20:00.5,buy,40655,16.57042781
20:01.1,sell,-9745,16.58055003
20:01.1,buy,288068,16.53037195
20:02.0,sell,-42226,16.58506764
20:02.9,buy,361331,16.54983379
20:03.4,sell,-18841,16.55091874
20:03.6,buy,60947,16.45525727
20:04.6,buy,26799,16.49622964
20:04.7,buy,49946,16.50383046
20:05.6,sell,-144437,16.56330608
20:06.0,buy,146436,16.56311723
20:06.8,sell,-7117,16.59628283
20:07.5,sell,-24492,16.57422382
20:08.0,buy,965,16.56502302
20:09.0,sell,-8,16.60118744
20:09.5,buy,28833,16.45893782
20:10.2,buy,6582,16.49688446
20:10.3,sell,-496,16.51839239
20:10.4,sell,-4197,16.51537183
20:11.0,sell,-296,16.51120093
20:11.1,sell,-3209,16.48478922
20:11.8,buy,9498,16.43792393
20:11.9,sell,-7246,16.48717486
20:12.7,sell,-24267,16.39342654
20:13.5,sell,-64184,16.38610853
20:14.4,sell,-8002,16.36826118
20:15.1,sell,-131277,16.30417537
20:16.0,buy,56175,16.25007173
20:16.7,sell,-58091,16.26620731
20:16.9,buy,49496,16.25415754
20:17.4,buy,13548,16.25496004
20:18.4,buy,155082,16.29965216
20:18.9,buy,4700,16.35001765
20:19.6,buy,578,16.35373581
20:19.7,buy,13109,16.35741027
20:20.3,buy,897,16.38317292
20:20.7,buy,4,16.44093519
20:21.5,buy,2,16.5090217
20:22.1,sell,-97831,16.50991333
20:23.1,sell,-24969,16.43925573
20:23.9,sell,-32780,16.41797382
20:24.0,buy,103337,16.40648591
20:25.0,buy,25331,16.4112872
20:25.4,buy,11037,16.63437687
20:25.6,sell,-2799,16.72611463
20:26.2,buy,16336,16.6124068
20:26.9,sell,-23292,16.63245017
20:27.5,sell,-804,16.55068367
20:28.5,buy,5835,16.55067383
20:28.5,buy,8376,16.57278086
20:28.7,sell,-1817,16.59609237
20:28.7,buy,4676,16.48407117
20:29.4,buy,2662,16.49447691
20:29.6,sell,-47443,16.52559457
20:29.8,buy,41878,16.4146194
20:30.2,buy,6268,16.48237928
20:31.1,sell,-4957,16.51817224
